id,name,tel,employee_count,homepage_link,address,sales_amount,corporate_number
15373,米玉堂食品株式会社,0266-41-1031,125,,長野県上伊那郡辰野町伊那富２５８２,2799322,9100001021712
15374,甲信アルプスホーム株式会社,0263-25-0031,125,,長野県松本市笹部１－３－６,6731289,9100001013726
15375,合資会社つきしろ交通,098-889-6387,125,,沖縄県島尻郡南風原町兼城６０６－１,430000,5360003002515
15376,愛工業株式会社,054-286-0305,125,,静岡県静岡市駿河区登呂６－２－５,5200000,1080001000024
15377,マルニシ株式会社,053-463-4111,125,,静岡県浜松市東区神立町１３６－１,7501645,2080401005175
15378,株式会社グッドスタイルカンパニー,0537-24-0087,125,,静岡県掛川市宮脇２４８－１,1233000,5080402017951
15379,富士フイルムＢＩ山形株式会社,023-624-2468,125,,山形県山形市鉄砲町２－１７－４８,3329864,9390001002114
15380,株式会社志乃屋,023-654-3223,125,,山形県天童市交り江１－６－１２,,5390002005482
15381,北郡信用組合,0237-55-7333,125,,山形県村山市楯岡晦日町１－８,1462048,9390005005609
15382,日本海綿業株式会社,076-451-4321,125,,富山県富山市飯野２－３,5199973,1230001002302
15383,株式会社テレビ山梨,055-232-1111,125,,山梨県甲府市湯田２－１３－１,3478888,8090001001477
15384,ジャパンファインスチール株式会社,0836-83-4982,125,,山口県山陽小野田市石井手１－１９－１,2657000,6250001003905
15385,日立建設株式会社,0836-41-5111,125,,山口県宇部市妻崎開作７２０,6839644,1250001003538
15386,株式会社宮本工業,073-444-5225,125,,和歌山県和歌山市西浜１６６０－５０,9899378,6170001003260
15387,秋田スバル自動車株式会社,018-823-7111,125,,秋田県秋田市寺内三千刈３１５－１,4627965,2410001000369
15388,塚本建設株式会社,0274-23-1151,125,,群馬県藤岡市小林４０２,6885973,7070001012502
15389,ＴＡＫＥＵＣＨＩ株式会社,027-353-4126,125,,群馬県高崎市上大類町７６７－２,4403738,1070001007615
15390,株式会社ユニバーサルポスト,082-277-5588,125,,広島県広島市西区商工センター７－５－５２,2318605,9240001000041
15391,広島陸送株式会社,082-277-1121,125,,広島県広島市西区草津港２－２－２３,1062586,2240001009683
15392,株式会社ケイシン,0994-45-4768,125,,鹿児島県鹿屋市西原４－１２－１５,361000,3340001013897
15393,琴参バス株式会社,0877-22-2151,125,,香川県丸亀市土器町北２－７７,987769,3470001009643
15394,東邦電気産業株式会社,075-811-7131,125,,京都府京都市中京区壬生御所ノ内町３２,8060267,7130001021785
15395,株式会社美濃吉食品,075-211-0800,125,,京都府京都市中京区烏丸通二条上ル蒔絵屋町２６３京栄烏丸ビル３Ｆ,2987096,1130001022822
15396,株式会社ユニックス,096-279-3961,125,,熊本県菊池市旭志麓５８８,1040429,4330001004814
15397,三條金属株式会社,0256-45-5141,125,,新潟県三条市福島新田乙１２０８,2800000,4110001014934
15398,臼幸産業株式会社,0550-76-1200,125,,静岡県駿東郡小山町藤曲１０９－１,8332008,1080101003959
15399,株式会社アクト,054-622-8501,125,,静岡県焼津市飯淵７１８,3386644,9080001015444
15400,山岡石材工業株式会社,0766-64-3051,125,,富山県高岡市福岡町下老子７３３,1848293,5230001011092
15401,明穂輸送株式会社,0766-84-8855,125,,富山県射水市高木３３６－２,1333848,3230001011061
15402,株式会社メイワ,0736-73-7300,125,,和歌山県紀の川市長田中３４５－１,4761103,4170001008162
15403,ダイエープロビス株式会社,0258-24-1110,125,,新潟県長岡市宝４－２－２５,5825475,1110001022741
15404,セリオ株式会社,052-932-5200,124,,愛知県名古屋市熱田区金山町１－５－２,677503,6180301001260
15405,岡田建設株式会社,0533-87-5191,124,,愛知県豊川市白鳥町京次５２－１,10212795,2180301010026
15406,株式会社吉川工務店,0573-66-1171,124,,岐阜県中津川市小川町２－８,6219024,7200001023601
15407,福井太陽株式会社,0776-85-1212,124,,,,9210001003071
15408,エリエールテクセル株式会社,0574-65-1240,124,,岐阜県可児市今東山６７７－１,4591000,6200001017637
15409,第一施設工業株式会社,092-941-7600,124,,福岡県糟屋郡新宮町上府北３－９－２２,2044265,2290001037151
15410,西日本イシダ株式会社,092-411-1952,124,,福岡県福岡市博多区博多駅南５－２２－３４,5951570,8290001011522
15411,株式会社高木製作所,029-272-4401,124,,茨城県ひたちなか市勝倉３４３３,2311914,3050001006889
15412,和建設株式会社,088-885-5888,124,,高知県高知市北本町４－３－２５,7827792,3490001000311
15413,株式会社ビー・プロ,022-288-5301,124,,宮城県仙台市若林区六丁の目西町４－１,2514561,7370001002729
15414,株式会社エコロ,0986-27-5225,124,,宮崎県都城市都北町７４０３,1030053,2350001007858
15415,株式会社イデアス,0863-32-1117,124,,岡山県玉野市玉６－７－１４,788000,9260001022158
15416,旭タクシー株式会社,086-241-0426,124,,岡山県岡山市北区西古松西町５－５,,9260001000048
15417,八海醸造株式会社,025-775-3121,124,,新潟県南魚沼市長森１０５１,6197972,8110001026471
15418,ブリヂストンタイヤ栃木販売株式会社,028-622-0821,124,,栃木県宇都宮市桜４－２－１７,8000000,5060001003966
15419,株式会社吉川油脂,0283-66-2233,124,,栃木県佐野市飛駒町３８４５－３,1400000,1060001020841
15420,東邦不動産株式会社,052-881-0487,124,,愛知県名古屋市熱田区桜田町１９－１８東邦ガスビル６Ｆ,5044268,6180001022391
15421,ＩＤＥＣファクトリーソリューションズ株式会社,0586-73-8300,124,,,3182548,8180001082459
15422,新栄自動車株式会社,052-835-2111,124,,愛知県名古屋市瑞穂区彌富通２－８,440976,4180001010308
15423,トーヨー・ロジテック株式会社,0896-24-2700,124,,,3280000,3500001014400
15424,伯方造船株式会社,0897-72-1345,124,,,9021220,8500001012829
15425,ニューロング秋田株式会社,0186-54-0667,124,,秋田県大館市岩瀬字羽貫谷地山下６６,5269023,4410001006199
15426,西部ガステクノソリューション株式会社,092-633-2011,124,,福岡県福岡市東区東浜２－９－１１８,5121292,7290001014055
15427,九州リオン株式会社,092-281-5361,124,,福岡県福岡市博多区冷泉町５－１８,3193433,3290001012608
15428,協栄陸運株式会社,092-411-7766,124,,福岡県福岡市博多区東光２－１－１３,736125,4290001012706
15429,エヌ・ティ・ティ・エイ・ティ・テクノ・コミュニケーションズ（,029-302-8881,124,,茨城県水戸市城南２－１－２０井門水戸ビル４Ｆ,3482378,7050001003222
15430,茨城グリーン開発株式会社,029-292-7002,124,,茨城県東茨城郡茨城町鳥羽田６８６－３,1020878,1050001005208
15431,株式会社小田島組,0197-72-2176,124,,岩手県北上市藤沢２０地割３５,4108567,1400001005997
15432,株式会社ぶどうの木,076-258-0001,124,,石川県金沢市岩出町ハ５０－１,1709936,1220001005669
15433,アムズ株式会社,076-241-6181,124,,石川県金沢市西泉３－９２,4627731,5220001000848
15434,株式会社ＳＴＩミヤギ,0225-94-3400,124,,宮城県石巻市魚町３－１２－２,3600000,3010401121309
15435,宮城製粉株式会社,0224-61-2525,124,,宮城県角田市島田字三島７０,4771000,1370101001859
15436,株式会社中央運送,0986-38-3382,124,,宮崎県都城市都北町７１００－３,2383295,5350002014462
15437,日田バス株式会社,0973-23-3105,124,,大分県日田市本町８－１８,,6320001010183
15438,西川運輸興業株式会社,025-271-7111,124,,新潟県新潟市東区木工新町４３１－２,2154175,5110001004414
15439,小山レミコン株式会社,0285-37-2162,124,,栃木県小山市渋井６７０,3944361,2060001014090
15440,北群馬信用金庫,0279-22-3111,124,,群馬県渋川市石原２０３－３,2325524,3070005005398
15441,久保田運輸倉庫株式会社,0277-76-2008,124,,群馬県みどり市笠懸町久宮７０－１６,1850000,7070001015892
15442,藤田テクノ株式会社,027-361-8111,124,,群馬県高崎市飯塚町１１７４－５,5139000,8070001008243
15443,広島三菱自動車販売株式会社,082-545-6172,124,,広島県広島市中区南竹屋町９－２５,3420000,8240001009637
15444,アオイ化学工業株式会社,082-877-1341,124,,広島県広島市安佐南区相田１－１－２６,4792105,9240001000090
15445,株式会社四國新聞社,087-833-1111,124,,香川県高松市中野町１５－１,8600000,8470001001876
15446,味岡建設株式会社,0966-42-2444,124,,熊本県球磨郡多良木町多良木１４４－１,5772773,1330001016085
15447,株式会社ツツミ,096-282-2711,124,,熊本県上益城郡御船町豊秋４８４,8785850,2330001010839
15448,フジイコーポレーション株式会社,0256-64-5511,124,,新潟県燕市小池２８５,1363669,8110001016274
15449,タカサワ通商株式会社,0263-27-1181,124,,長野県松本市征矢野２－１２－４６,2336234,5100001012698
15450,長崎三菱自動車販売株式会社,095-862-6421,124,,長崎県長崎市梁川町１－１４,2875100,5310001010391
15451,有限会社アピネス,053-577-3308,124,,静岡県湖西市梅田３９０,,5080402009123
15452,株式会社栄協,0558-23-2366,124,,静岡県下田市高馬１５３－９,818149,6080101014893
15453,寒河江物流株式会社,0237-86-6181,124,,山形県寒河江市中央工業団地１７０,1349822,4390001011821
15454,株式会社ヒヨシ,0766-26-5252,124,,富山県高岡市東海老坂１２,1456645,9230001010933
15455,いなほ化工株式会社,0766-21-0118,124,,富山県高岡市駅南４－８－６,2600000,1230001009702
15456,広島駅弁当株式会社,082-286-0181,124,,広島県広島市東区矢賀５－１－２,3216114,5240001009094
15457,株式会社シブヤ,0829-34-4500,124,,広島県廿日市市木材港北５－８６,2896792,4240001028293
15458,株式会社たまや,087-861-8888,124,,香川県高松市松島町２－６－１,13739370,4470001002746
15459,公成建設株式会社,075-365-8300,124,,京都府京都市下京区五条通西洞院西入小柳町５１８,6644566,2130001017235
15460,丸喜株式会社,075-241-3160,124,,京都府京都市中京区室町通丸太町下ル道場町２０,6208778,3130001022655
15461,ＳＧリアルティ株式会社,075-692-2304,124,,京都府京都市南区上鳥羽角田町６８,45465000,6130001029573
15462,白鷺電気工業株式会社,096-380-7171,124,,熊本県熊本市東区御領８－３－３８,2747095,1330001002440
15463,株式会社マルト長谷川工作所,0256-33-3010,124,,新潟県三条市土場１６－１,1130328,1110001014722
15464,マルイチ・ロジスティクス・サービス株式会社,026-286-0501,124,,長野県長野市市場３－４８,4107366,1100001004732
15465,日興美術株式会社,054-263-2211,124,,静岡県静岡市葵区流通センター１２－２,2060000,1080001003984
15466,株式会社ビジネスアシスト,083-229-1288,124,,山口県下関市卸新町８－５,1350000,5250001006207
15467,株式会社オーテック,0532-33-2200,123,,愛知県豊橋市神野新田町字チノ割２５－１,6104154,3180301005256
15468,金子工業株式会社,0576-52-1811,123,,岐阜県下呂市萩原町萩原１５００,4219440,9200001025752
15469,株式会社顯幸,0242-36-5140,123,,福島県会津若松市慶山１－６－７７,2316000,2380001018233
15470,株式会社後藤産業,092-522-5252,123,,福岡県福岡市中央区白金１－１７－１１,6988139,9290001007528
15471,丸栄産業株式会社,093-453-1116,123,,福岡県北九州市小倉南区大字石原町１３０－１２,4500793,5290801003556
15472,昭産商事株式会社,093-371-0434,123,,福岡県北九州市門司区黄金町６－２８,2849471,8290801005384
15473,株式会社アサヒ緑健,092-471-4800,123,,福岡県福岡市博多区博多駅東３－５－１５,10061204,1290001018292
15474,四国放送株式会社,088-655-7510,123,,徳島県徳島市中徳島町２－５－２,5124127,9480001000851
15475,株式会社愛工大興,022-231-4142,123,,宮城県仙台市若林区卸町３－３－１３,5773867,2013301006753
15476,株式会社アドバネット,086-245-2861,123,,岡山県岡山市北区田中６１６－４,3014540,9260001000320
15477,菅公アパレル株式会社大山工場,0859-53-3111,123,,鳥取県西伯郡大山町所子１０５,140000,8270001006359
15478,株式会社イナテック鳥取,0858-71-0646,123,,鳥取県鳥取市河原町山手２９９－７,4300000,6270001006773
15479,エラステック株式会社,0564-51-3571,123,,,2343012,6180301000469
15480,大成運送株式会社,052-692-3301,123,,愛知県名古屋市南区豊田５－１７－１３,1046000,1180001010467
15481,豊通鉄鋼販売株式会社,052-584-8450,123,,愛知県名古屋市中村区名駅４－９－８センチュリー豊田ビル１２Ｆ,89067545,7180001094884
15482,宇都宮工業株式会社,0533-93-2626,123,,愛知県豊川市大木町柏木２－１,3571823,3180301009991
15483,日鉄ステンレス加工株式会社,0566-48-7222,123,,愛知県碧南市浜町１日鉄ステンレス衣浦製造所内,3880152,4180301016120
15484,株式会社ジェイワークス,0569-26-7543,123,,,466258,4180001094020
15485,サトウパック株式会社,0575-31-0188,123,,岐阜県美濃市笠神１０１３,2749955,3200001019157
15486,西田電気株式会社,089-979-2111,123,,,1310000,9500001003133
15487,三信電子株式会社,0577-73-5488,123,,岐阜県飛騨市古川町宮城町１０５,,9200001025538
15488,東レハイブリッドコード株式会社,0563-59-4000,123,,愛知県西尾市上矢田町神明寺３,3548722,9180301022691
15489,日高工業株式会社,0566-36-2390,123,,愛知県刈谷市一里山町柳原７－１,4056834,5180301014412
15490,本多機工株式会社,0948-42-3111,123,,福岡県嘉麻市山野２０５５,2527342,1290001045130
15491,白石鉄工株式会社,093-472-3411,123,,福岡県北九州市小倉南区新曽根１－１,2666753,6290801001781
15492,株式会社安川パッケージング,093-632-1593,123,,福岡県北九州市八幡西区夕原町７－１,2301085,6290801009817
15493,株式会社堀口組,0164-42-1162,123,,北海道留萌市高砂町１－４－１５,5510533,8450001008989
15494,鈴蘭交通株式会社,011-663-7026,123,,北海道札幌市西区宮の沢１条５－１－１７,286600,5430001008432
15495,株式会社日盛ハウジング,019-631-2865,123,,岩手県盛岡市北飯岡１－１－８２,4263160,1400001001229
15496,是則北陸運輸株式会社,0767-74-1145,123,,石川県鹿島郡中能登町良川よ４９－２,1120000,3220001015625
15497,コーシン・サントリービバレッジ株式会社,076-249-8851,123,,石川県野々市市御経塚４－１２９－１,6087832,1220001020247
15498,株式会社北菱,0761-21-3311,123,,石川県小松市長田町イ１８,2309027,3220001012408
15499,ブレクスプロダクツ株式会社,0761-47-3600,123,,石川県小松市里川町ナ２３,,6220001023121
15500,カジレーネ株式会社,076-281-0118,123,,石川県かほく市高松ノ７５－２,1883000,1220001017375
15501,株式会社福光屋,076-223-1161,123,,石川県金沢市石引２－８－３,3044428,7220001011356
15502,北村商事株式会社,088-883-1121,123,,高知県高知市城見町５－１９,10700345,5490001000441
15503,株式会社かね岩海苔,088-837-3222,123,,高知県高知市池字遅越２８２－５３,3971957,9490001000314
15504,株式会社仙台放送エンタープライズ,022-225-1477,123,,宮城県仙台市青葉区上杉５－３－３６第三勝山ビル６Ｆ,881693,7370001011011
15505,株式会社エコサーブ,0229-22-6800,123,,宮城県大崎市古川駅南３－１７－２,1242621,7370201002289
15506,賀陽運輸株式会社,0866-95-8000,123,,岡山県総社市宍粟３９１－２,1303000,2260001008535
15507,株式会社国土,025-379-2511,123,,新潟県新潟市西区善久１０６８－１,3116685,2110001000044
15508,株式会社東邦アーステック,025-377-7131,123,,新潟県新潟市西区黒鳥１４５０,5655978,6110001003506
15509,株式会社ユービック,0978-69-0018,123,,大分県国東市武蔵町糸原７５６,488280,8320001008333
15510,エコシステム山陽株式会社,0868-62-1346,123,,岡山県久米郡美咲町吉ヶ原火の谷１１２５,6502454,9260001020599
15511,金秀建設株式会社,098-882-9900,123,,沖縄県那覇市旭町１１２－１金秀ビル,10510158,8360001000740
15512,株式会社衛生センター,086-245-6055,123,,岡山県岡山市南区福吉町３１－２４,1920661,4260001000713
15513,株式会社シンガポールファッション,025-794-5111,123,,新潟県魚沼市堀之内５０－３,640431,7110001030235
15514,曹栄産業有限会社,025-574-4070,123,,新潟県上越市中郷区藤沢９０８,563000,1110002024613
15515,スズキ新潟販売株式会社,025-240-1011,123,,新潟県新潟市中央区紫竹山１－３－２３,6281001,9110001002109
15516,群馬日産ディーゼル＆ロジスティクス株式会社,027-251-7111,123,,群馬県前橋市大渡町２－１－８,4405430,6070001000986
15517,株式会社河野ボデー製作所,082-277-8668,123,,広島県広島市西区商工センター８－９－６５,,4240001002447
15518,株式会社玉川組,0123-33-1133,123,,北海道恵庭市相生町４－６－３０,9456955,9430001043707
15519,ＥＮＥＯＳマリンサービス株式会社,099-345-2514,123,,鹿児島県鹿児島市喜入中名町２８５６－５,,9340001005393
15520,竹山建設株式会社,0997-52-0320,123,,鹿児島県奄美市名瀬小俣町２９－２５,3180983,7340001010635
15521,株式会社エヌチキン,0993-83-3725,123,,鹿児島県南九州市知覧町郡３６６９,3681110,7340005006068
15522,農協食品株式会社,0877-28-8111,123,,香川県丸亀市川西町南甲１１７１,4697746,6470001008477
15523,丸点通運株式会社,087-821-5091,123,,香川県高松市朝日町５－１５－１,2142447,3470001003877
15524,株式会社熊本ミトモ,096-273-3593,123,,熊本県熊本市北区植木町石川２４０,1208288,5330001001637
15525,三和リース株式会社,096-320-0071,123,,熊本県熊本市南区富合町杉島５８６,3695344,2330001008676
15526,株式会社コミヤマ,0267-22-2311,123,,長野県小諸市市９５０,3334000,9100001008494
15527,株式会社アスピア,0263-32-8855,123,,長野県松本市宮渕１－３－３０,5189051,1100001014038
15528,藤村薬品株式会社,095-837-8331,123,,長崎県長崎市田中町２０２２,21877204,2310001001897
15529,株式会社プラザハウス,098-932-4480,123,,沖縄県沖縄市久保田３－１－１２,1260020,6360001007382
15530,深川製磁株式会社,0955-43-2151,123,,佐賀県西松浦郡有田町原明乙１１１,753923,3300001005790
15531,株式会社アーレスティテクノサービス,053-584-1414,123,,静岡県浜松市浜北区永島９３８,,4080401013746
15532,シンフジハイヤー株式会社,"0545-21-4511
0545-22-0100",123,,静岡県富士市三ツ沢２５３－１,600000,5080101008698
15533,ＮＥＣ静岡ビジネス株式会社,0537-24-8311,123,,静岡県掛川市亀の甲１－４－２１,3845331,2080401014341
15534,株式会社マルヰ,023-644-3311,123,,山形県山形市北山形２－１－１０,3968000,6390001001762
15535,サンコーエンジニアリングプラスチック株式会社,075-922-6900,123,,京都府京都市南区久世築山町３７８－５,2400000,2130001010743
15536,ラッキー自動車株式会社,0956-24-7711,123,,長崎県佐世保市城山町６－３,467736,3310001006152
15537,株式会社中山鉄工所,0954-22-4171,123,,佐賀県武雄市朝日町甘久２２４６－１,5596184,2300001012870
15538,三明電子産業株式会社,054-335-5588,123,,静岡県静岡市清水区清開２－２－１,2396109,6080001008021
15539,株式会社野川食肉食品センター,023-654-1245,123,,山形県天童市万代１－２,10833000,1390001004539
15540,株式会社エデックリンセイシステム,0532-29-4135,122,,愛知県豊橋市西幸町字浜池３３１－９,11536711,6180301007596
15541,名古屋酸素株式会社,052-381-5281,122,,愛知県名古屋市港区小碓１－１２,6153705,1180001007067
15542,スミ株式会社,058-397-1647,122,,岐阜県羽島市上中町長間２５４７,2570000,2180001082919
15543,株式会社三陽製作所,0587-95-3325,122,,愛知県丹羽郡大口町豊田２－１０７,1600000,3180001081052
15544,株式会社イシザキ,0296-21-7700,122,,茨城県筑西市知行字八幡山４４１－１,2366121,9050001031337
15545,株式会社トキワ,029-896-8883,122,,茨城県つくば市小野崎１３８－１,5092012,2050001015973
15546,ミタニ建設工業株式会社,088-844-2111,122,,高知県高知市針木東町２７－２８,4850352,8490001002179
15547,平和電機株式会社,075-982-5882,122,,京都府八幡市上津屋石ノ塔８１－１,811140,7130001015614
15548,岡山プラザホテル株式会社,086-272-1201,122,,岡山県岡山市中区浜２－３－１２,3155000,9260001001310
15549,ＧＴソリューション株式会社,052-212-7077,122,,愛知県名古屋市中区錦１－１１－２０大永ビル４Ｆ,809680,2180001101455
15550,アイチ梱包運輸株式会社,052-661-2474,122,,愛知県名古屋市熱田区千年１－２－７０,992927,2180001021629
15551,大垣精工株式会社,0584-89-5811,122,,岐阜県大垣市浅西３－９２－１,4048000,2200001013383
15552,株式会社サンレデイ,024-542-6363,122,,福島県福島市飯坂町平野字下ノ檀２－４,449612,3380001000611
15553,八戸協和水産株式会社,0178-52-6181,122,,,3629484,9420001006400
15554,株式会社なかやま,0178-44-2017,122,,,3834139,9420001006276
15555,株式会社コムテック,0561-56-1821,122,,愛知県愛知郡東郷町諸輪字池上１－１,28010186,2180001008295
15556,新日本化学工業株式会社,0566-76-5171,122,,愛知県安城市昭和町１９－１０,4500000,5180301012969
15557,栄進工業株式会社,092-920-8100,122,,福岡県筑紫野市岡田３－１０－５,1676844,9290001040512
15558,株式会社新大倉,093-561-1434,122,,福岡県北九州市小倉北区真鶴２－５－１６,2507007,1290801001811
15559,株式会社井上建機リース,0942-44-4350,122,,福岡県久留米市東合川１－８－３２,2564057,6290001048392
15560,北海道日高乳業株式会社,01456-2-1071,122,,北海道沙流郡日高町富川東２－９２０,7738000,7430001055729
15561,高萩ニチハ株式会社,0293-22-0461,122,,茨城県高萩市赤浜１６０－１,5711000,5180001054584
15562,ＪＳＲライフサイエンス株式会社,029-856-1106,122,,茨城県つくば市御幸が丘２５,1822000,2010401097987
15563,ＮＳハートフルサービス東日本株式会社,0299-83-2101,122,,茨城県鹿嶋市光３日本製鉄株式会社東日本製鉄所鹿島地区構内,210000,2050001022227
15564,株式会社きくや,0197-56-7651,122,,岩手県奥州市前沢本杉１１９－２,850000,8400601000565
15565,株式会社アキヤマ,0195-33-3811,122,,岩手県二戸郡一戸町高善寺字野田１１０－１,10000000,4400001007652
15566,石川トナミ運輸株式会社,076-276-3873,122,,石川県白山市平松町１５８－１,1379598,9220001008978
15567,石巻商工信用組合,0225-95-3331,122,,宮城県石巻市中央２－９－３,1254690,9370305000063
15568,株式会社東北開発コンサルタント,022-225-5661,122,,宮城県仙台市青葉区大町２－１５－３３大町電力ビル新館,2287051,5370001011236
15569,株式会社エムエスフードサービス,0986-37-3014,122,,宮崎県都城市乙房町４１１３－１,583687,7350001010691
15570,ネッツトヨタ東九州株式会社,097-569-3711,122,,大分県大分市大字宮崎１４２７－１,5457000,4320001001977
15571,株式会社兵殖,0972-82-8200,122,,大分県津久見市高洲町３８２４－７１,9190000,2320201000277
15572,株式会社ハップ,086-944-5125,122,,岡山県岡山市東区西大寺浜４６０,3206426,5260001008953
15573,株式会社トヨタレンタリース沖縄,098-859-0100,122,,沖縄県那覇市赤嶺２－１３－１,4029310,2360001001488
15574,昭和日タンマリンサービス株式会社,086-455-5364,122,,岡山県倉敷市潮通２－１ＪＸＴＧエネルギー株式会社水島製油所Ｂ工場内,2100000,2260001015267
15575,城東化成株式会社,0854-22-1568,122,,島根県安来市佐久保町４９６－１,2146000,4120001001956
15576,オーエスマシナリー株式会社,0276-91-8210,122,,群馬県邑楽郡邑楽町赤堀鞍掛４１１９－１,3594750,1430001049769
15577,東双不動産管理株式会社,0240-25-8333,122,,福島県双葉郡広野町下浅見川字広長４４－３,4344985,9380001016602
15578,群馬警備保障株式会社,027-253-2111,122,,群馬県前橋市新前橋町２３－１１,360197,1070001000875
15579,株式会社タノ製作所,027-387-2477,122,,群馬県高崎市吉井町池７７９－１３,1340000,5070001007693
15580,株式会社テレビ新広島,082-255-1111,122,,広島県広島市南区出汐２－３－１９,7426234,6240001007304
15581,オシキリ食品株式会社,011-385-4451,122,,北海道江別市工栄町５－７,4262295,6430001042406
15582,紅忠サミットコイルセンター株式会社,082-423-9918,122,,広島県東広島市西条吉行東２－１－１１,9909276,2240001022653
15583,株式会社南九州電設,099-267-8500,122,,鹿児島県鹿児島市南栄２－１０－２,2149308,2340001004113
15584,株式会社北四国グラビア印刷,0875-27-9280,122,,香川県観音寺市粟井町７５５,3906289,8470001009878
15585,イーエヌシステム株式会社,0256-97-3420,122,,新潟県燕市笹曲５－２２,8000000,1110001016289
15586,株式会社小賀坂スキー製作所,026-226-6827,122,,長野県長野市栗田６５３,1300000,6100001000537
15587,株式会社シャンプーボーイ,"",122,,長崎県佐世保市万津町４－１４－２０２,830799,6310001005548
15588,日本デジコム株式会社,053-450-3210,122,,静岡県浜松市中区常盤町２－４,1472497,6080401006582
15589,シーズイシハラ株式会社,0545-31-1120,122,,静岡県富士市大野１００,6938000,9080101008661
15590,株式会社山形グランドホテル,023-641-2611,122,,山形県山形市本町１－７－４２,604002,4390001013990
15591,株式会社トヨタレンタリース山形,023-624-7100,122,,山形県山形市鉄砲町３－１－３３,3760974,1390001001288
15592,渋谷建設株式会社,023-634-4281,122,,山形県山形市東青田５－１－５,6007338,7390001000821
15593,株式会社ナチ富山ベアリング,076-467-2201,122,,富山県富山市高内１７１,1282496,6230001005184
15594,株式会社タケシタ,0766-31-0576,122,,富山県高岡市中保４８３,1091254,7230001010340
15595,株式会社和田物流,073-461-3333,122,,和歌山県和歌山市直川３９１,1896204,1170001005427
15596,今井金商株式会社,011-251-1151,122,,北海道札幌市中央区南２条西２－１３,23625072,9430001001714
15597,株式会社京都放送,075-431-1115,122,,京都府京都市上京区烏丸通一条下ル龍前町６００－１,3991560,4130001004198
15598,株式会社村岡屋,0952-34-5003,122,,佐賀県佐賀市鍋島町大字森田８８２,1150000,6300001000970
15599,株式会社静岡第一テレビ,054-283-8111,122,,静岡県静岡市駿河区中原５６３,7670000,4080001002827
15600,河上金物株式会社,076-451-3443,122,,富山県富山市新庄本町２－１－１２０,17335290,2230001000635
15601,笠野興産株式会社,073-477-0277,122,,和歌山県和歌山市井ノ口５５０－１,6968293,8170001000636
15602,東和産業株式会社,073-482-4421,122,,和歌山県海南市藤白７５９,4049110,2170001005772
15603,三和電材株式会社,052-509-7550,122,,愛知県名古屋市西区坂井戸町１８０,8387927,3180001036171
15604,アサヒコンサルタント株式会社,0857-28-5191,121,,鳥取県鳥取市千代水４－２８,,6270001000041
15605,永井海苔株式会社,0532-32-1204,121,,,6668000,7180301006647
15606,川島商事株式会社,052-682-2262,121,,愛知県名古屋市熱田区花町１－２０,6115003,4180001021759
15607,株式会社中日アド企画,052-239-1223,121,,愛知県名古屋市中区三の丸１－５－２中日新聞社北館５Ｆ,4000000,7180001037942
15608,株式会社アイクコーポレーション,089-975-0900,121,,,850000,9500001000205
15609,佐藤工業株式会社,024-557-1166,121,,福島県福島市泉字清水内１,11711269,9380001000572
15610,株式会社アーウイン,092-739-0005,121,,福岡県福岡市中央区赤坂１－５－２ドリームステージ赤坂ビル,2004883,2290001022351
15611,株式会社不動産中央情報センター,093-931-1000,121,,福岡県北九州市小倉北区東篠崎１－３－１３,2294162,4290801003202
15612,ＪＲ九州商事株式会社,092-475-6598,121,,福岡県福岡市博多区博多駅前２－１７－１博多プレステージ本館４Ｆ,26506169,1290001019794
15613,頸城運送倉庫株式会社,025-546-7123,121,,新潟県上越市上源入１５３－１０,2391178,9110001018963
15614,株式会社宮崎商店,025-523-2367,121,,新潟県上越市南本町３－５－４,1484072,8110001019450
15615,株式会社シニア東海,052-678-7750,121,,愛知県名古屋市熱田区金山町１－５－２,296112,1180001100697
15616,株式会社ジェイトップ,052-453-1211,121,,愛知県名古屋市中村区亀島２－２６－４ＷＥＳＴ２１ビル６Ｆ,3111252,6010001164696
15617,株式会社エアレックス,052-454-0671,121,,愛知県名古屋市中村区椿町１４－１３ウェストポイント１４１３,4913802,6180001046341
15618,丸川製菓株式会社,052-571-2072,121,,愛知県名古屋市西区新道１－９－９,2200000,1180001027172
15619,株式会社ティーイーティー,0568-95-3800,121,,愛知県春日井市高森台５－１－４,3551157,2180301018713
15620,株式会社フジ・トラベル・サービス,089-947-8070,121,,,1713040,5500001003541
15621,株式会社ナ・デックスプロダクツ,0574-62-1101,121,,岐阜県可児市姫ヶ丘１－２１,3685012,8200001017775
15622,株式会社岡島パイプ製作所,0562-33-2135,121,,愛知県東海市大田町上浜田５８,5908634,6180001094209
15623,日軽稲沢株式会社,0587-32-9120,121,,愛知県稲沢市小池１－１１－１,1224000,8180001086014
15624,カナレ電気株式会社,0561-75-3001,121,,愛知県日進市藤枝町奥廻間１２０１－１０,8290420,8180001067823
15625,東海電裝株式会社,052-444-2551,121,,愛知県海部郡大治町西條字南屋敷６４,6800000,3180001098162
15626,株式会社電気ビル,092-781-0681,121,,福岡県福岡市中央区渡辺通１－１－１サンセルコ別館,10990000,8290001008881
15627,福岡ＬＰＧセンター株式会社,092-631-7270,121,,福岡県福岡市東区東浜２－９－１１８西部ガス福北工場内,974258,8290001024961
